estado_comprador,id_entidad,id_sujeto,sujeto_obligado,ejercicio,tipo_procedimiento,materia,caracter,expediente,num_contrato,proveedor,rfc_norm,fecha_efectiva,importe,tipo_monto,moneda,direccion_anuncio,url_fallo,municipio_proveedor,cp_proveedor,origen_recursos,convenio_modif,descripcion,objeto,fecha_actualizacion,formato,rfc_valido,es_persona_moral,fecha_constitucion_rfc,nombre_sfp,multa,institucion_sancionadora,inicio,fin,plazo_txt,durante_inhabilitacion
TABASCO,27,5050,TAB - INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE TABASCO (ISSET),2024,Adjudicación directa,Adquisiciones,Nacional,3166,ISSET/DG/DA/061/2024,ABASTECEDORA DE INSUMOS PARA LA SALUD SA DE CV,AIS091015H50,2024-04-08,92237.25,con_impuestos,MXN,https://transparencia.tabasco.gob.mx/media/ISSET/2024/2/702775.pdf,,GUSTAVO A. MADERO,7700,Estatales,No,MEDICINAS Y PRODUCTOS FARMACEUTICOS,COMPRA,2024-06-30,59766,True,True,2009-10-15,"ABASTECEDORA DE INSUMOS PARA LA SALUD, S.A. DE C.V.","{'monto': '1051500', 'monto_cf': '           1,051,500.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-04-24,2028-08-11,"2 años, 6 meses",False
BAJA CALIFORNIA SUR,3,758,BCS - Secretaria de Finanzas y Administracion,2024,Licitación pública,Adquisiciones,Nacional,LPA-000000014-146-2024,GBCS/2024-1110-LPA-LES-146-197,"CYD GRUPO CORTES, S.A. DE C.V.",CGC200702E46,2024-11-22,482096.0,con_impuestos,MX,https://finanzas.bcs.gob.mx/wp-content/themes/voice/assets/images/obligaciones/2024/28a/contratos/2024-197 T.pdf,https://finanzas.bcs.gob.mx/wp-content/themes/voice/assets/images/obligaciones/2024/28a/doc/LPA 146 2024 FALLO.pdf,La Paz,23090,Recurso Estatal 2024,,Adquisicion de juguetes diversos y bicicletas infantiles.,Adquisicion de juguetes diversos y bicicletas infantiles.,,59285,True,True,2020-07-02,"CYD GRUPO CORTÉS, S.A. DE C.V.","{'monto': '134664', 'monto_cf': '             134,664.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2022-08-18,2024-02-18,"1 año, 6 meses",False
TABASCO,27,5050,TAB - INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE TABASCO (ISSET),2024,Adjudicación directa,Adquisiciones,Nacional,3165,ISSET/DG/DA/061/2024,ABASTECEDORA DE INSUMOS PARA LA SALUD SA DE CV,AIS091015H50,2024-04-08,187659.05,con_impuestos,MXN,https://transparencia.tabasco.gob.mx/media/ISSET/2024/2/702775.pdf,,GUSTAVO A. MADERO,7700,Estatales,No,MEDICINAS Y PRODUCTOS FARMACEUTICOS,COMPRA,2024-06-30,59766,True,True,2009-10-15,"ABASTECEDORA DE INSUMOS PARA LA SALUD, S.A. DE C.V.","{'monto': '1051500', 'monto_cf': '           1,051,500.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-04-24,2028-08-11,"2 años, 6 meses",False
VERACRUZ,30,5522,VER - Ayuntamiento de Nanchital de Lazaro Cardenas del Rio,2024,Invitación a cuando menos tres personas,Adquisiciones,Nacional,ADQ-SP-0136A-2024,MV-0001-2024,MULTISERVICIOS AUTOMOTRICES PROFESIONALES SA DE CV,MAP9611222V8,2024-02-24,26793.68,con_impuestos,PESO MEXICANO,,,COATZACOALCOS,96460,Federales,No,"SUMINISTRO DE MATERIAL ACEITE  MULTIGRADO, ACEITE DE TRANSMISIÓN, ACEITE PARA MOTORES, ACEITE HIDRÁULICO, LUBRICANTE, GRASA PARA RODAMIENTO, LIOUIDO REFRIGERANTE  LIQUIDO CARBUCLEAN Y ARRANCADOR INSTANTÁNEO PARA EL MANTENIMIENTO PREVENTIVO DE UNIDADES DE GASOLINA Y DIESEL DEL PARQUE VEHICULAR","SUMINISTRO DE MATERIAL ACEITE  MULTIGRADO, ACEITE DE TRANSMISIÓN, ACEITE PARA MOTORES, ACEITE HIDRÁULICO, LUBRICANTE, GRASA PARA RODAMIENTO, LIOUIDO REFRIGERANTE  LIQUIDO CARBUCLEAN Y ARRANCADOR INSTANTÁNEO PARA EL MANTENIMIENTO PREVENTIVO DE UNIDADES DE GASOLINA Y DIESEL DEL PARQUE VEHICULAR",,59828,True,True,1996-11-22,MULTISERVICIOS AUTOMOTRICES PROFESIONALES S.A. DE C.V.,"{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Caminos y Puentes Federales de Ingresos y Servicios Conexos', 'clave_dependencia': '09120'}",2024-08-09,2024-11-09,3 meses,False
VERACRUZ,30,11555,VER - Comision del Agua del Estado de Veracruz,2024,Licitación pública,Obra pública,Nacional,LO-89-Y18-930033901-N-2-2024/CAEV-HIDROCARBUROS-HIDROTERRESTRES-2024-F02-LP,LO-89-Y18-930033901-N-2-2024/CAEV-HIDROCARBUROS-HIDROTERRESTRES-2024-F02-LP,Sotman S.A. de C.V.,SOF110921R23,2024-05-08,38859964.27,con_impuestos,Peso mexicano,http://187.174.252.244/Transparencia/CONSEJO_DEL_SISTEMA_VERACRUZANO_DEL_AGUA_20240808/1306/CONTRATO_DE_OBRA_PUBLICA_DE_SOFMAN_TESTADO.pdf,http://187.174.252.244/caev/pdfs/LicPublicas/Pub2024/hidrocarburos-hidroterrestres-2024-f02-lp/7702_fallo%20f02-lp.pdf,Xalapa,91196,Federales,No,"Rehabilitación de la planta potabilizadora (tercera etapa), en la localidad de Poza Rica de Hidalgo, municipio de Poza Rica de Hidalgo, Ver.","Rehabilitación de la planta potabilizadora (tercera etapa), en la localidad de Poza Rica de Hidalgo, municipio de Poza Rica de Hidalgo, Ver.",2024-06-30,59828,True,True,2011-09-21,"SOFMAN, S.A. DE C.V.","{'monto': '977130', 'monto_cf': '             977,130.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-01-21,2027-07-21,"1 año, 6 meses",False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2025,Adjudicación directa,Adquisiciones,Nacional,DRMS-1853/2025,DRMS-1853/2025,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2025-01-23,49925.4,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=cU91UzgxM2NrQUk9&doc=1853.pdf,,MONTERREY,64610,Federales,No,"Adquisicion de Insumos Por Motivo de Reuniones del Consejo Tecnico Escolar Con Supervisores, Inspectores y Maestros de Educacion Fisica, de los Meses de Octubre, Noviembre y Diciembre del 2024.","Adquisicion de Insumos Por Motivo de Reuniones del Consejo Tecnico Escolar Con Supervisores, Inspectores y Maestros de Educacion Fisica, de los Meses de Octubre, Noviembre y Diciembre del 2024.",2025-01-31,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
VERACRUZ,30,5642,VER - Universidad Veracruzana,2024,Adjudicación directa,Servicios,Nacional,AD,156231,Abastecedora Tecnologica Especializada S.A. de C.V.,ATE070307EN4,2024-06-18,108457.56,con_impuestos,Pesos Mexicanos,,,,,Estatales,,"Instalación, Reparación y Mantenimiento de Equipo e Instrumental Médico y de Laboratorio","Instalación, Reparación y Mantenimiento de Equipo e Instrumental Médico y de Laboratorio",2024-06-30,59828,True,True,2007-03-07,"ABASTECEDORA TECNOLÓGICA ESPECIALIZADA, S.A. DE C.V.","{'monto': '488565', 'monto_cf': '             488,565.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2025-11-05,2026-08-05,9 meses,False
TABASCO,27,5050,TAB - INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE TABASCO (ISSET),2024,Adjudicación directa,Adquisiciones,Nacional,3160,ISSET/DG/DA/061/2024,ABASTECEDORA DE INSUMOS PARA LA SALUD SA DE CV,AIS091015H50,2024-04-08,303850.48,con_impuestos,MXN,https://transparencia.tabasco.gob.mx/media/ISSET/2024/2/702775.pdf,,GUSTAVO A. MADERO,7700,Estatales,No,MEDICINAS Y PRODUCTOS FARMACEUTICOS,COMPRA,2024-06-30,59766,True,True,2009-10-15,"ABASTECEDORA DE INSUMOS PARA LA SALUD, S.A. DE C.V.","{'monto': '1051500', 'monto_cf': '           1,051,500.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-04-24,2028-08-11,"2 años, 6 meses",False
TABASCO,27,5119,TAB - UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO (UJAT),2024,Adjudicación directa,Adquisiciones,Nacional,PD/DRM/UJAT/0322/2024,PD/DRM/UJAT/0322/2024,"INNOVARE INTEGRAL, S.A. DE C.V.",IIN100621EL8,2024-09-13,88919.99,con_impuestos,MXN,,,CENTRO,86106,Estatales,No,EQUIPO DE ADMINISTRACIÓN,ADQUISICIÓN,2024-09-30,59766,True,True,2010-06-21,"INNOVARE INTEGRAL, S.A. DE C.V.","{'monto': '269328', 'monto_cf': '             269,328.00'}","{'nombre': 'Instituto Mexicano del Petroleo', 'clave_dependencia': '18474'}",2022-12-16,2023-06-16,6 meses,False
COAHUILA DE ZARAGOZA,5,1046,COA - SIMAS Monclova-Frontera,2025,Adjudicación directa,Servicios,Nacional,25106900,25000044,"MAXI SEREVICIOS DE MEXICO, S.A. DE C.V.",MSM0705117N6,2025-03-27,2196377.95,con_impuestos,Nacional,,,Torreon,27000,Municipales,No,CONTRATACION DE 9 VIGILANTES DE SEGURIDAD PARA LAS DIFERENTES OFICINAS Y PUNTOS DE SIMAS,CONTRATACION DE 9 VIGILANTES DE SEGURIDAD PARA LAS DIFERENTES OFICINAS Y PUNTOS DE SIMAS,2025-03-31,59330,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
HIDALGO,13,2131,HID - Poder Ejecutivo del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,245,,Gen Industrial S.A. de C.V.,GIN811027SS4,,6380.0,con_impuestos,Peso,,,Monterrey,64650,Federales,No,"Pago de servicio, recolección y transporte de RPBI, correspondiente al mes de mayo",,2025-07-10,59483,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
VERACRUZ,30,5642,VER - Universidad Veracruzana,2024,Adjudicación directa,Servicios,Nacional,AD,146738,Abastecedora Tecnologica Especializada S.A. de C.V.,ATE070307EN4,2024-05-09,33057.56,con_impuestos,Pesos Mexicanos,,,,,Estatales,,"Instalación, Reparación y Mantenimiento de Equipo e Instrumental Médico y de Laboratorio","Instalación, Reparación y Mantenimiento de Equipo e Instrumental Médico y de Laboratorio",2024-06-30,59828,True,True,2007-03-07,"ABASTECEDORA TECNOLÓGICA ESPECIALIZADA, S.A. DE C.V.","{'monto': '488565', 'monto_cf': '             488,565.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2025-11-05,2026-08-05,9 meses,False
AGUASCALIENTES,1,499,AGU - INSTITUTO DE SERVICIOS DE SALUD DEL ESTADO DE AGUASCALIENTES,2025,Adjudicación directa,Adquisiciones,Nacional,ADJUD. DIRECTA JTE-E018-2025,1399-25,"SIEMENS HEALTHCARE DIAGNOSTICS, S. DE R.L. DE C.V.",SHD080618IA7,1999-12-31,,techo_maximo,NACIONAL,https://www.issea.gob.mx/DocsTranspa/DirAdqsServPat/JTE-E018-2025.pdf,https://www.issea.gob.mx/DocsTranspa/DirAdqsServPat/JTE-E018-2025.pdf,MIGUEL HIDALGO,11560,Estatales,No,"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TOMOGRAFO 16 CORTES, MARCA: SIEMENS SOMATOM GO SIM
 N/S:128169 
DISTRIBUIDOR UNICO AUTORIZADO","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TOMOGRAFO 16 CORTES, MARCA: SIEMENS SOMATOM GO SIM
 N/S:128169 
DISTRIBUIDOR UNICO AUTORIZADO",2025-10-06,59240,True,True,2008-06-18,"SIEMENS HEALTHCARE DIAGNOSTICS, S. DE R.L. DE C.V.","{'monto': '566175', 'monto_cf': '             566,175.00'}","{'nombre': 'Instituto de Seguridad y Servicios Sociales de los Trabajadores del  Estado', 'clave_dependencia': '00637'}",,,,False
CIUDAD DE MÉXICO,9,1637,CMX - Secretaria del Medio Ambiente,2025,Adjudicación directa,Adquisiciones,Nacional,SEDEMA/DGAF/JUDCCM/015/2025,SEDEMA/DGAF/JUDCCM/015/2025,"D'sazon Seguridad Alimentaria, S.A. de C.V.",DSS121222IC0,2024-12-30,5902056.46,con_impuestos,Nacional,https://www.transparencia.cdmx.gob.mx/storage/app/uploads/public/681/d10/6c9/681d106c912f0347028334.pdf,https://www.transparencia.cdmx.gob.mx/storage/app/uploads/public/681/b93/1bc/681b931bcb34a843711173.pdf,Iztapalapa,9900,Estatales,No,Adquisición de productos alimenticios para animales de los Zoológicos de la Ciudad de México,Adquisición de productos alimenticios para animales de los Zoológicos de la Ciudad de México,2025-03-31,59413,True,True,2012-12-22,"D´SAZÓN SEGURIDAD ALIMENTARIA, S.A. DE C.V.","{'monto': '537720', 'monto_cf': '             537,720.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2026-01-23,2027-01-23,1 año,False
GUANAJUATO,11,11005,GUA - Poder Ejecutivo,2025,Adjudicación directa,Adquisiciones,Nacional,411910707_2025_DGRMySG_39431,411910707_2025_DGRMySG_39431,NEW PHARMA SA DE CV,NPH120511MZ4,2025-03-07,51470220.35,con_impuestos,MXN,https://transparencia.guanajuato.gob.mx/bibliotecadigital/mot/FraccionXXVIII/SSG-ISAPEG/411910707_2025_DGRMySG_39431.pdf,https://transparencia.guanajuato.gob.mx/bibliotecadigital/mot/FraccionXXVIII/SSG-ISAPEG/411910706_ACTA_058.pdf,León,37156,Estatales,No,"Materiales, accesorios y suministros médicos","Adquisición de Materiales, accesorios y suministros médicos",2025-04-10,59447,True,True,2012-05-11,"NEW PHARMA, S.A DE C.V.","{'monto': '686048.6', 'monto_cf': '             686,048.60'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-06-21,2026-06-21,"1 año, 1 mes",False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2025,Adjudicación directa,Adquisiciones,Nacional,DRMS-3142/2025,DRMS-3142/2025,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2025-06-12,18525.0,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=R21NQlBGMk9CcUU9&doc=3142.pdf,,MONTERREY,64610,Federales,No,"Adquisicion de Insumos Alimenticios Para la Preparacion de Alimentos Que se Brindan Diariamente a  60 Niñas y Niños de 43 Dias de Nacidos a 2 Años 11 Meses de Edad, Que Son Atendidos en los Centros Comunitarios de Atencion a la Primera Infancia (CCAPI) 1,2 Y 3 Durante el Periodo de Abril A Diciembre de 2025.","Adquisicion de Insumos Alimenticios Para la Preparacion de Alimentos Que se Brindan Diariamente a  60 Niñas y Niños de 43 Dias de Nacidos a 2 Años 11 Meses de Edad, Que Son Atendidos en los Centros Comunitarios de Atencion a la Primera Infancia (CCAPI) 1,2 Y 3 Durante el Periodo de Abril A Diciembre de 2025.",2025-06-30,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2025,Adjudicación directa,Adquisiciones,Nacional,DRMS-1969/2025,DRMS-1969/2025,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2025-01-31,9512.0,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=bW1yRzVweUtramM9&doc=1969.pdf,,MONTERREY,64610,Federales,No,"Adquisicion de 2 Cafeteras Industrial de Acero Inoxidable Para 100 Tazas Con Filtro 110V, a Fin de Ser Utilizadas Para el Servicio de Coffe Break en Reuniones de Trabajo en las Areas de Coordinacion Academica, Departamento de Telesecundariasy Centro de Maestros.","Adquisicion de 2 Cafeteras Industrial de Acero Inoxidable Para 100 Tazas Con Filtro 110V, a Fin de Ser Utilizadas Para el Servicio de Coffe Break en Reuniones de Trabajo en las Areas de Coordinacion Academica, Departamento de Telesecundariasy Centro de Maestros.",2025-01-31,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
TABASCO,27,5073,TAB - SECRETARIA DE EDUCACION (SE),2025,Adjudicación directa,Servicios,Nacional,107003177,107003177,"Quimicos Maldonado, S.A. de C.V.",QMA090923496,2025-03-06,99319.2,con_impuestos,Peso,http://transparencia.setab.gob.mx/direcciongeneraldeadministracion/recursosmaterialesyservicios/ADQUISICIONES-2025/1ER.TRIMESTRE/CONTRATOS/107003177.pdf,http://transparencia.setab.gob.mx/direcciongeneraldeadministracion/recursosmaterialesyservicios/ADQUISICIONES-2025/1ER.TRIMESTRE/PROCEDIMIENTOS_ESTATALES/Analisis/Notificacion-fallo-analisis.pdf,Centro,86070,Federales,No,Subcontratación de servicios con terceros,Subcontratación de servicios con terceros,2025-03-31,59766,True,True,2009-09-23,"QUÍMICOS MALDONADO, S.A. DE C.V.","{'monto': '373980', 'monto_cf': '             373,980.00'}","{'nombre': 'Petroleos Mexicanos Corporativo', 'clave_dependencia': '18572'}",2013-09-18,2014-09-18,1 año,False
SINALOA,25,4838,SIN - PE06200-Servicios de Salud de Sinaloa,2024,Adjudicación directa,Adquisiciones,Nacional,PEDIDO 000436,PEDIDO 000436,SIEMENS HEALTHCARE DIAGNOSTICS S DE RL DE CV,SHD080618IA7,2024-07-12,84953.76,con_impuestos,PESO MEXICANO,https://media.transparencia.sinaloa.gob.mx/uploads/files/11430/PEDIDO%20000436%203ER%20TRIM%202024.pdf,,MIGUEL HIDALGO,11560,RECURSO ESTATAL,SUBDIRECCION DE RECURSOS MATERIALES,,ADQUISICION DE SUBCONTRATACION DE SERVICIOS CON TERCEROS,,59729,True,True,2008-06-18,"SIEMENS HEALTHCARE DIAGNOSTICS, S. DE R.L. DE C.V.","{'monto': '566175', 'monto_cf': '             566,175.00'}","{'nombre': 'Instituto de Seguridad y Servicios Sociales de los Trabajadores del  Estado', 'clave_dependencia': '00637'}",,,,False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2024,Licitación pública,Adquisiciones,Nacional,LA-UIE00004-2024,LA-UIE00004-2024,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2024-03-21,5860152.0,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=UDZzSjkxc2hCU0k9&doc=LA UIE00004 2024.pdf,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=UDZzSjkxc2hCU0k9&doc=LA UIE00004 2024.pdf,MONTERREY,64610,Federales,No,ADQUISICION DE INSUMOS PARA LA PREPARACION DE ALIMENTOS PARA LAS NIÑAS Y LOS NIÑOS QUE SE ATIENDEN EN LOS CENTROS DE ATENCION INFANTIL (CAI) DURANTE EL AÑO 2024.,Adquisiciones,2024-03-31,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
NUEVO LEÓN,19,11055,"NLE - Servicios de Salud de Nuevo Leon, O.P.D.",2024,Otra (especificar),Servicios,Nacional,SG2400104,SG2400104,"CENTRO DE DIAGNOSTICO SAN FRANCISCO,S.A. DE C.V.",CDS010917UH7,2024-01-01,126000.13,con_impuestos,MONEDA NACIONAL,https://transparencia.nl.gob.mx/archivos/SG2400104_Pedido_SSNL_1712172393.pdf,,MONTERREY,64710,Estatales,No,SERVICIO DE 20 ESTUDIOS RESONANCIA MAGNETICA,SERVICIO DE 20 ESTUDIOS RESONANCIA MAGNETICA,2024-01-31,59606,True,True,2001-09-17,"CENTRO DE DIAGNOSTICO SAN FRANCISCO, S.A. DE C.V.","{'monto': '125976', 'monto_cf': '             125,976.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2023-12-22,2025-06-22,"1 año, 6 meses",True
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,380,DGJ/ADJDIR/20-24,Gelmar Grand Services SA de CV,GGS200902FD8,2024-01-11,91872.0,con_impuestos,Peso,,,Iztapalapa,9440,Federales,No,,Realizar servicios de limpieza y mantenimiento de áreas físicas y verdes del Archivo General de la UAEH correspondiente al mes de Enero a Septiembre de 2024.,,59483,True,True,2020-09-02,"GELMAR GRAND SERVICES, S.A. DE C.V.","{'monto': '158396', 'monto_cf': '             158,396.00'}","{'nombre': 'Secretaría de Medio Ambiente y Recursos Naturales', 'clave_dependencia': '00016'}",2026-03-09,2026-06-09,3 meses,False
ZACATECAS,32,16120,ZAC - Junta Intermunicipal de Agua Potable y Alcantarillado de Zacatecas.,2024,Adjudicación directa,Adquisiciones,Nacional,C2024-2121,C2024-2121,COMERCIALIZADORA ORTICHART S.A. DE C.V.,COR141022CT0,2024-12-02,693477.0,con_impuestos,NACIONAL,https://jiapaz.gob.mx/uploads/Fraccion/Fraccion28/2024/TRIMESTRE4/Contratos/C2024-2121&contrato.pdf,,MEXICO,6100,,No,UNIFORMES PARA USO DE PERSONAL CORRESPONDIENTE AL 2024--VIENE DE OCTUBRE C2024-1881--VIENE DE NOVIEMBRE C2024-1963,,2024-12-31,59857,True,True,2014-10-22,"COMERCIALIZADORA ORTICHART, S.A. DE C.V.","{'monto': '1009701', 'monto_cf': '           1,009,701.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-01-29,2027-07-29,"1 año, 6 meses",False
CIUDAD DE MÉXICO,9,20739,CMX - Alcaldia Azcapotzalco,2025,Adjudicación directa,Adquisiciones,Nacional,DGAF/DCCM/ADC/005/2025,DGAF/DCCM/ADC/005/2025,"D´SAZÓN SEGURIDAD ALIMENTARIA, S.A. DE C.V.",DSS121222IC0,2025-01-10,1100000.0,con_impuestos,PESOS MEXICANOS,https://azcapotzalco.cdmx.gob.mx/wp-content/uploads/transparencia/2025/1ER TRIMESTRE/ADMINISTRACION/COMPRAS/C.T.005_2025.pdf,https://azcapotzalco.cdmx.gob.mx/wp-content/uploads/transparencia/2025/1ER TRIMESTRE/ADMINISTRACION/COMPRAS/PROCEDIMIENTO_DE_ADJUDICACION_DIRECTA.pdf,IZTAPALAPA,9900,Estatales,No,SUMINISTRO DE ALIMENTOS PARA LOS 13 CENTROS DE DESARROLLO INFANTIL (CENDI´S),SUMINISTRO DE ALIMENTOS PARA LOS 13 CENTROS DE DESARROLLO INFANTIL (CENDI´S),2025-04-25,59413,True,True,2012-12-22,"D´SAZÓN SEGURIDAD ALIMENTARIA, S.A. DE C.V.","{'monto': '537720', 'monto_cf': '             537,720.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2026-01-23,2027-01-23,1 año,False
CAMPECHE,4,842,"CAM - Secretaria de Administracion, Finanzas y Planeacion del Poder Ejecutivo del Estado de Campeche",2024,Adjudicación directa,Adquisiciones,Nacional,SAFIN03-03SAFIN-23DA-SAE-1.1-00213-2024,OC-0368,Irving Yadir Aguilar Gonzalez,AUGI8711206B7,2024-12-10,27840.0,con_impuestos,Peso Mexicano,https://transparencia.safin.campeche.gob.mx/70-28/c/2024/4to-trimestre?download=35020:oc-0368-2024&start=3500,https://transparencia.safin.campeche.gob.mx/70-28/c/2024/4to-trimestre?download=34943:tarjeta-oc-0368-2024&start=3500,Campeche,24040,Federales,No,Cámaras fotografías y de video,Cámaras fotografías y de video,2025-01-30,59302,True,False,,IRVING YADIR AGUILAR GONZALEZ,"{'monto': '78885', 'monto_cf': '              78,885.00'}","{'nombre': 'Secretaría de Medio Ambiente y Recursos Naturales', 'clave_dependencia': '00016'}",2009-11-23,2010-02-23,3 meses,False
COAHUILA DE ZARAGOZA,5,1046,COA - SIMAS Monclova-Frontera,2024,Adjudicación directa,Servicios,Nacional,24109044,24000045,"MAXI SERVICIOS DE MEXICO, S.A. DE C..V",MSM0705117N6,2024-04-04,167041.16,con_impuestos,Nacional,,,Torreon,27000,Municipales,No,CONTRATACION DE COMPAÑÍA DE VIGILANCIA DE SEGURIDAD,CONTRATACION DE COMPAÑÍA DE VIGILANCIA DE SEGURIDAD,2024-06-30,59330,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
